id,f84faf3b-09a3-4d4d-9bfd-9e51ce7e3322
name,Cal_785_SEX139
device,EZI860
spectrometer,ZTNX
time_stamp,2022-08-19 18:42:55
integ_time,60000
integ_unit,ms
averages,5
laserPower,100
user,Admin
wl,785nm
Pixels,Wavelength,Wavenumbers,Raman_Shift,Raw_Data,Background_Data,Processed_Data
1186,970.2565345807432,10883.6918713543,2436.625708693201,3107,2990,117
1187,970.3998231512307,10885.745910511445,2438.147567160325,3320,3148,172
1188,970.5430198081147,10887.801823262145,2439.668000484563,2032,1948,84
1189,970.6861245536039,10889.859611316553,2441.187009751983,3200,3036,164
1190,970.829137389907,10891.919276387262,2442.7045960471814,3024,2862,162
1191,970.9720583192329,10893.980820189316,2444.2207604533023,3447,3312,135
1192,971.1148873437903,10896.044244440218,2445.7355040520224,3358,3261,97
1193,971.257624465788,10898.109550859936,2447.2488279235668,3129,2998,131
1194,971.4002696874351,10900.17674117089,2448.760733146709,2137,2015,122
1195,971.5428230109396,10902.245817097984,2450.271220798756,2718,2595,123
1196,971.6852844385108,10904.316780368585,2451.7802919555807,1759,1633,126
1197,971.8276539723576,10906.389632712531,2453.287947691596,1998,1856,142
1198,971.9699316146882,10908.464375862153,2454.7941890797747,2811,2652,159
1199,972.1121173677119,10910.541011552265,2456.2990171916435,3029,2939,90
1200,972.2542112336373,10912.61954152016,2457.8024330972867,2247,2095,152
1201,972.3962132146731,10914.699967505634,2459.3044378653494,1876,1724,152
1202,972.5381233130283,10916.782291250978,2460.8050325630365,2826,2698,128
1203,972.6799415309116,10918.866514500985,2462.304218256121,3068,2878,190
1204,972.8216678705317,10920.952639002955,2463.8019960089396,3859,3757,102
1205,972.9633023340971,10923.040666506691,2465.2983668843945,2185,2133,52
1206,973.1048449238169,10925.130598764521,2466.7933319439626,2282,2114,168
1207,973.2462956418999,10927.222437531284,2468.2868922476946,3182,3085,97
1208,973.3876544905548,10929.316184564343,2469.7790488542114,2904,2857,47
1209,973.5289214719903,10931.41184162359,2471.2698028207114,1798,1705,93
1210,973.6700965884154,10933.509410471448,2472.7591552029744,2751,2710,41
1211,973.8111798420385,10935.608892872871,2474.2471070553574,2214,2166,48
1212,973.9521712350688,10937.710290595363,2475.7336594308044,2748,2656,92
1213,974.0930707697147,10939.813605408961,2477.2188133808386,2624,2471,153
1214,974.2338784481852,10941.918839086255,2478.702569955577,4291,4232,59
1215,974.374594272689,10944.025993402389,2480.184930203718,1918,1815,103
1216,974.5152182454348,10946.135070135062,2481.665895172556,2544,2447,97
1217,974.6557503686314,10948.246071064537,2483.1454659079764,2045,1983,62
1218,974.7961906444876,10950.358997973633,2484.6236434544617,2736,2680,56
1219,974.9365390752125,10952.473852647756,2486.100428855093,4760,4566,194
1220,975.0767956630142,10954.590636874867,2487.57582315154,3768,3701,67
1221,975.2169604101022,10956.709352445523,2489.0498273840903,2512,2410,102
1222,975.3570333186847,10958.830001152855,2490.5224425916194,2544,2405,139
1223,975.4970143909707,10960.952584792578,2491.9936698116135,2704,2602,102
1224,975.636903629169,10963.077105163005,2493.4635100801706,2211,2070,141
1225,975.7767010354881,10965.203564065045,2494.9319644319903,3214,3042,172
1226,975.9164066121372,10967.331963302207,2496.3990339003876,2778,2569,209
1227,976.0560203613247,10969.462304680597,2497.86471951729,2234,2123,111
1228,976.1955422852601,10971.594590008943,2499.3290223132435,2715,2566,149
1229,976.334972386151,10973.728821098579,2500.7919433174,2082,1922,160
1230,976.4743106662072,10975.864999763458,2502.253483557547,2209,2070,139
1231,976.6135571276369,10978.003127820159,2503.71364406008,2902,2733,169
1232,976.752711772649,10980.143207087884,2505.1724258500208,2308,2161,147
1233,976.8917746034524,10982.285239388462,2506.629829951017,1972,1888,84
1234,977.0307456222557,10984.429226546376,2508.0858573853484,1685,1590,95
1235,977.1696248312678,10986.575170388729,2509.540509173915,1698,1561,137
1236,977.3084122326974,10988.723072745277,2510.993786336251,2627,2545,82
1237,977.4471078287536,10990.872935448431,2512.445689890531,3037,2952,85
1238,977.5857116216444,10993.024760333245,2513.8962208535477,2052,1983,69
1239,977.7242236135795,10995.178549237442,2515.345380240754,2064,1975,89
1240,977.862643806767,10997.334304001404,2516.7931690662144,4875,4732,143
1241,978.0009722034159,10999.492026468175,2518.239588342657,3546,3476,70
1242,978.139208805735,11001.651718483477,2519.6846390814417,2101,2032,69
1243,978.2773536159331,11003.813381895712,2521.128322292575,2983,2899,84
1244,978.4154066362188,11005.977018555954,2522.5706389847082,2638,2541,97
1245,978.553367868801,11008.142630317969,2524.011590165145,1837,1742,95
1246,978.6912373158888,11010.31021903821,2525.4511768398415,2317,2220,97
1247,978.8290149796901,11012.47978657583,2526.8894000133905,4365,4290,75
1248,978.9667008624147,11014.651334792676,2528.326260689063,2896,2867,29
1249,979.1042949662707,11016.824865553303,2529.7617598687675,2458,2358,100
1250,979.241797293467,11019.00038072497,2531.195898553079,3086,2914,172
1251,979.3792078462125,11021.177882177659,2532.628677741227,2700,2551,149
1252,979.5165266267159,11023.357371784057,2534.0600984311122,1837,1737,100
1253,979.6537536371858,11025.538851419582,2535.4901616192865,2297,2172,125
1254,979.7908888798313,11027.72232296238,2536.9188683009806,1837,1768,69
1255,979.9279323568612,11029.907788293325,2538.346219470087,1599,1472,127
1256,980.0648840704837,11032.095249296031,2539.772216119157,3618,3513,105
1257,980.2017440229084,11034.284707856852,2541.196859239438,4441,4326,115
1258,980.3385122163434,11036.476165864886,2542.6201498208256,2558,2517,41
1259,980.4751886529979,11038.669625211982,2544.0420888519066,1688,1620,68
1260,980.6117733350802,11040.86508779275,2545.462677319937,1958,1886,72
1261,980.7482662647994,11043.062555504559,2546.881916210853,2769,2801,-32
1262,980.8846674443644,11045.262030247533,2548.299806509277,2150,2010,140
1263,981.0209768759838,11047.463513924577,2549.7163491985093,1746,1647,99
1264,981.1571945618665,11049.667008441369,2551.131545260533,1890,1787,103
1265,981.2933205042208,11051.872515706362,2552.5453956760184,1515,1411,104
1266,981.4293547052562,11054.080037630796,2553.957901424331,3082,3031,51
1267,981.5652971671809,11056.289576128698,2555.3690634835175,2488,2412,76
1268,981.7011478922038,11058.50113311689,2556.778882830319,2446,2332,114
1269,981.8369068825339,11060.71471051499,2558.1873604401726,1911,1792,119
1270,981.9725741403798,11062.930310245429,2559.594497287214,1623,1515,108
1271,982.1081496679502,11065.14793423343,2561.000294344266,2768,2715,53
1272,982.2436334674541,11067.367584407039,2562.40475258286,2610,2500,110
1273,982.3790255411003,11069.589262697122,2563.8078729732306,5728,5575,153
1274,982.5143258910972,11071.81297103736,2565.2096564843005,2662,2579,83
1275,982.6495345196537,11074.03871136427,2566.610104083712,1644,1580,64
1276,982.7846514289788,11076.26648561719,2568.0092167378125,1681,1610,71
1277,982.9196766212809,11078.496295738309,2569.4069954116467,1810,1713,97
1278,983.0546100987692,11080.728143672648,2570.803441068986,4060,3925,135
1279,983.1894518636523,11082.962031368079,2572.1985546723017,1765,1673,92
1280,983.3242019181389,11085.197960775324,2573.592337182782,2730,2647,83
1281,983.4588602644378,11087.435933847966,2574.9847895603316,1843,1686,157
1282,983.5934269047581,11089.675952542446,2576.3759127635776,1510,1442,68
1283,983.727901841308,11091.918018818074,2577.765707749856,2041,1930,111
1284,983.8622850762964,11094.162134637032,2579.154175475228,3712,3666,46
1285,983.9965766119325,11096.408301964377,2580.541316894484,2706,2646,60
1286,984.1307764504246,11098.656522768046,2581.927132961132,1912,1786,126
1287,984.2648845939817,11100.906799018872,2583.3116246274103,2179,2142,37
1288,984.3989010448125,11103.159132690567,2584.6947928442814,2273,2191,82
1289,984.5328258051259,11105.413525759752,2586.0766385614434,2818,2678,140
1290,984.6666588771305,11107.669980205937,2587.4571627273226,5391,5313,78
1291,984.8004002630354,11109.928498011552,2588.8363662890815,2155,2094,61
1292,984.934049965049,11112.189081161932,2590.214250192611,1789,1705,84
1293,985.0676079853802,11114.45173164533,2591.5908153825485,2284,2174,110
1294,985.2010743262376,11116.716451452918,2592.966062802264,1942,1806,136
1295,985.3344489898302,11118.9832425788,2594.33999339387,1559,1451,108
1296,985.4677319783668,11121.252107020015,2595.712608098226,2195,2057,138
1297,985.6009232940562,11123.523046776527,2597.083907854928,2254,2163,91
1298,985.7340229391069,11125.796063851254,2598.4538936023228,2511,2409,102
1299,985.8670309157278,11128.071160250058,2599.8225662774994,1924,1826,98
1300,985.999947226128,11130.348337981755,2601.1899268163097,1761,1670,91
1301,986.1327718725158,11132.627599058114,2602.5559761533395,1936,1863,73
1302,986.2655048571002,11134.908945493875,2603.920715221936,2518,2414,104
1303,986.3981461820899,11137.19237930674,2605.2841449542057,2003,1905,98
1304,986.5306958496936,11139.477902517387,2606.6462662810018,1967,1882,85
1305,986.6631538621203,11141.765517149468,2608.0070801319425,2530,2490,40
1306,986.7955202215787,11144.055225229627,2609.366587435402,2254,2140,114
1307,986.9277949302777,11146.347028787492,2610.7247891185225,1570,1486,84
1308,987.0599779904253,11148.640929855685,2612.0816861071953,1874,1779,95
1309,987.1920694042315,11150.936930469827,2613.437279326098,2315,2239,76
1310,987.3240691739041,11153.23503266855,2614.791569698654,1856,1756,100
1311,987.4559773016524,11155.535238493485,2616.144558147068,1777,1670,107
1312,987.587793789685,11157.837549989288,2617.4962455923114,2086,2029,57
1313,987.7195186402104,11160.141969203632,2618.846632954125,2282,2239,43
1314,987.8511518554378,11162.448498187216,2620.195721151028,3128,3006,122
1315,987.9826934375757,11164.757138993768,2621.543511100309,2311,2216,95
1316,988.1141433888333,11167.067893680054,2622.890003718042,2459,2337,122
1317,988.2455017114187,11169.380764305886,2624.235199919068,5386,5298,88
1318,988.3767684075414,11171.695752934116,2625.579100617023,2127,2030,97
1319,988.5079434794096,11174.012861630656,2626.921706724309,1699,1568,131
1320,988.6390269292322,11176.332092464463,2628.263019152121,2036,2002,34
1321,988.7700187592181,11178.653447507575,2629.60303881044,1524,1486,38
1322,988.9009189715761,11180.976928835087,2630.9417666080326,2198,2053,145
1323,989.0317275685147,11183.302538525166,2632.279203452449,2573,2513,60
1324,989.1624445522431,11185.630278659066,2633.615350250041,2240,2183,57
1325,989.2930699249699,11187.960151321124,2634.950207905943,1684,1582,102
1326,989.4236036889034,11190.292158598764,2636.2837773240817,1800,1704,96
1327,989.5540458462533,11192.626302582508,2637.6160594071907,3486,3388,98
1328,989.6843963992276,11194.962585365982,2638.9470550567867,2275,2230,45
1329,989.8146553500353,11197.30100904591,2640.2767651731965,3768,3699,69
1330,989.9448227008852,11199.641575722137,2641.6051906555394,1643,1581,62
1331,990.0748984539861,11201.984287497622,2642.9323324017414,2513,2501,12
1332,990.2048826115467,11204.329146478445,2644.2581913085332,2114,2009,105
1333,990.334775175776,11206.676154773819,2645.5827682714453,3841,3687,154
1334,990.4645761488827,11209.025314496088,2646.906064184818,4174,4092,82
1335,990.5942855330751,11211.376627760736,2648.2280799418013,3011,2863,148
1336,990.7239033305627,11213.730096686395,2649.548816434356,6169,6134,35
1337,990.8534295435537,11216.085723394845,2650.8682745532506,2519,2444,75
1338,990.9828641742572,11218.443510011024,2652.186455188071,1411,1330,81
1339,991.1122072248818,11220.803458663027,2653.5033592272166,1432,1379,53
1340,991.2414586976364,11223.165571482126,2654.8189875579037,2437,2353,84
1341,991.3706185947296,11225.529850602756,2656.1333410661673,2976,2940,36
1342,991.4996869183702,11227.896298162537,2657.4464206368602,3721,3666,55
1343,991.6286636707675,11230.264916302274,2658.7582271536676,3513,3384,129
1344,991.7575488541294,11232.635707165959,2660.0687614990757,2007,1902,105
1345,991.8863424706655,11235.00867290078,2661.3780245544212,3708,3593,115
1346,992.0150445225838,11237.383815657127,2662.686017199844,1691,1627,64
1347,992.1436550120936,11239.761137588597,2663.992740314333,1908,1901,7
1348,992.2721739414035,11242.140640852,2665.298194775688,1896,1843,53
1349,992.4006013127222,11244.522327607368,2666.6023814605533,1348,1288,60
1350,992.5289371282587,11246.90620001795,2667.905301244401,1786,1682,104
1351,992.6571813902216,11249.29226025023,2669.2069550015394,2051,1949,102
1352,992.7853341008199,11251.680510473923,2670.507343605109,2302,2184,118
1353,992.9133952622618,11254.070952861994,2671.8064679270874,2980,2847,133
1354,993.0413648767569,11256.463589590649,2673.1043288383034,2110,2050,60
1355,993.1692429465132,11258.858422839345,2674.4009272084068,2673,2601,72
1356,993.2970294737399,11261.255454790804,2675.6962639059047,2502,2384,118
1357,993.4247244606458,11263.654687631008,2676.990339798146,1919,1802,117
1358,993.5523279094394,11266.056123549211,2678.2831557513173,3532,3452,80
1359,993.6798398223297,11268.459764737943,2679.5747126304605,2789,2723,66
1360,993.8072602015254,11270.865613393018,2680.8650112994646,2227,2161,66
1361,993.9345890492355,11273.273671713534,2682.1540526210656,2630,2540,90
1362,994.061826367668,11275.683941901885,2683.4418374568495,2762,2721,41
1363,994.1889721590328,11278.09642616377,2684.7283666672674,2143,2082,61
1364,994.3160264255378,11280.511126708181,2686.013641111608,2527,2481,46
1365,994.442989169392,11282.928045747434,2687.297661648029,1553,1518,35
1366,994.5698603928043,11285.347185497158,2688.58042913354,3124,3078,46
1367,994.6966400979834,11287.7685481763,2689.861944424015,1987,1946,41
1368,994.8233282871381,11290.192136007146,2691.1422083741845,2266,2131,135
1369,994.9499249624772,11292.617951215312,2692.421221837644,6714,6623,91
1370,995.0764301262096,11295.045996029752,2693.6989856668542,2419,2418,1
1371,995.2028437805438,11297.476272682776,2694.9755007131344,1632,1520,112
1372,995.3291659276886,11299.908783410045,2696.2507678266784,2938,2844,94
1373,995.4553965698528,11302.34353045057,2697.524787856547,4216,4115,101
1374,995.5815357092454,11304.780516046732,2698.797561650671,1664,1619,45
1375,995.7075833480748,11307.219742444297,2700.06909005585,1884,1868,16
1376,995.83353948855,11309.661211892388,2701.339373917762,2387,2292,95
1377,995.9594041328797,11312.104926643522,2702.6084140809553,1988,1893,95
1378,996.0851772832729,11314.550888953607,2703.8762113888597,1908,1814,94
1379,996.2108589419382,11316.999101081938,2705.1427666837762,2391,2326,65
1380,996.3364491110843,11319.449565291225,2706.4080808068875,3387,3263,124
1381,996.46194779292,11321.902283847574,2707.672154598259,2583,2527,56
1382,996.5873549896542,11324.357259020511,2708.934988896838,2068,1984,84
1383,996.7126707034953,11326.814493082977,2710.196584540451,1695,1656,39
1384,996.8378949366527,11329.27398831135,2711.4569423658204,2660,2594,66
1385,996.9630276913346,11331.735746985429,2712.7160632085424,1603,1581,22
1386,997.0880689697501,11334.199771388454,2713.973947903113,1989,1878,111
1387,997.2130187741078,11336.666063807117,2715.2305972829063,3064,3022,42
1388,997.3378771066168,11339.134626531555,2716.486012180202,2881,2838,43
1389,997.4626439694854,11341.60546185536,2717.740193426159,2931,2876,55
1390,997.5873193649226,11344.078572075603,2718.993141850836,1731,1644,87
1391,997.7119032951372,11346.5539594928,2720.2448582831885,1633,1561,72
1392,997.8363957623379,11349.03162641096,2721.4953435510697,1724,1647,77
1393,997.9607967687335,11351.511575137578,2722.7445984812284,2143,2020,123
1394,998.0851063165328,11353.993807983621,2723.992623899315,2329,2284,45
1395,998.2093244079446,11356.478327263565,2725.2394206298823,3278,3210,68
1396,998.3334510451776,11358.965135295384,2726.4849894963854,3337,3272,65
1397,998.4574862304408,11361.454234400559,2727.729331321186,2291,2226,65
1398,998.5814299659427,11363.945626904082,2728.972446925546,3205,3042,163
1399,998.705282253892,11366.43931513447,2730.2143371296397,2063,1936,127
1400,998.8290430964977,11368.935301423764,2731.45500275255,1540,1448,92
1401,998.9527124959684,11371.433588107542,2732.694444612268,1752,1694,58
1402,999.0762904545131,11373.934177524918,2733.9326635256994,1585,1551,34
1403,999.1997769743402,11376.437072018549,2735.169660308661,1629,1549,80
1404,999.3231720576592,11378.942273934656,2736.405435775888,2268,2211,57
1405,999.4464757066779,11381.449785623005,2737.6399907410223,1949,1866,83
1406,999.569687923606,11383.959609436935,2738.8733260166364,1526,1461,65
1407,999.6928087106515,11386.471747733362,2740.105442414212,2805,2796,9
1408,999.8158380700237,11388.986202872768,2741.3363407441548,1770,1725,45
1409,999.938776003931,11391.502977219227,2742.566021815791,2598,2462,136
1410,1000.0616225145825,11394.022073140406,2743.794486437376,2030,1922,108
1411,1000.1843776041868,11396.543493007564,2745.0217354160804,4345,4350,-5
1412,1000.3070412749527,11399.067239195574,2746.2477695580064,3107,3098,9
1413,1000.4296135290891,11401.59331408291,2747.4725896681875,2015,1983,32
1414,1000.5520943688043,11404.121720051668,2748.696196550575,2244,2137,107
1415,1000.6744837963079,11406.652459487568,2749.918591008068,1776,1675,101
1416,1000.7967818138079,11409.185534779966,2751.1397738424757,1521,1388,133
1417,1000.9189884235134,11411.720948321845,2752.3597458545582,1479,1443,36
1418,1001.0411036276331,11414.25870250984,2753.5785078440013,2000,1926,74
1419,1001.1631274283759,11416.798799744238,2754.796060609434,3094,3085,9
1420,1001.2850598279504,11419.341242428976,2756.012404948412,3950,3895,55
1421,1001.4069008285655,11421.886032971663,2757.227541657442,2438,2375,63
1422,1001.5286504324301,11424.433173783571,2758.4414715319645,1600,1557,43
1423,1001.6503086417524,11426.982667279659,2759.6541953663573,2059,1953,106
1424,1001.7718754587421,11429.534515878564,2760.8657139539546,2783,2749,34
1425,1001.8933508856071,11432.088722002614,2762.076028087019,2785,2759,26
1426,1002.0147349245566,11434.64528807784,2763.285138556771,1536,1455,81
1427,1002.1360275777993,11437.20421653397,2764.493046153374,2477,2450,27
1428,1002.257228847544,11439.765509804449,2765.6997516659385,1730,1664,66
1429,1002.3783387359995,11442.329170326439,2766.9052558825306,3071,3024,47
1430,1002.4993572453743,11444.895200540828,2768.1095595901597,1953,1881,72
1431,1002.6202843778777,11447.463602892234,2769.3126635747967,2281,2199,82
1432,1002.7411201357178,11450.034379829014,2770.5145686213555,3105,3059,46
1433,1002.8618645211042,11452.607533803273,2771.715275513722,1850,1828,22
1434,1002.9825175362449,11455.183067270867,2772.914785034721,2413,2315,98
1435,1003.103079183349,11457.760982691409,2774.1130979661457,1510,1494,16
1436,1003.2235494646253,11460.341282528281,2775.310215088747,1801,1780,21
1437,1003.3439283822825,11462.92396924864,2776.5061371822385,2823,2771,52
1438,1003.4642159385294,11465.509045323419,2777.700865025293,1710,1649,61
1439,1003.5844121355748,11468.096513227341,2778.894399395548,1443,1385,58
1440,1003.7045169756276,11470.686375438923,2780.086741069611,1860,1799,61
1441,1003.824530460896,11473.278634440481,2781.277890823042,1698,1623,75
1442,1003.9444525935897,11475.873292718143,2782.4678494303907,2403,2315,88
1443,1004.0642833759167,11478.47035276185,2783.6566176651513,2186,2141,45
1444,1004.1840228100862,11481.06981706536,2784.8441962998086,2220,2115,105
1445,1004.3036708983066,11483.671688126271,2786.030586105805,1809,1708,101
1446,1004.423227642787,11486.27596844601,2787.215787853568,4529,4400,129
1447,1004.542693045736,11488.882660529853,2788.3998023124905,1860,1776,84
1448,1004.6620671093625,11491.491766886917,2789.582630250946,1794,1684,110
1449,1004.7813498358753,11494.103290030185,2790.764272436282,1945,1889,56
1450,1004.9005412274828,11496.717232476502,2791.9447296348253,2594,2513,81
1451,1005.0196412863944,11499.333596746586,2793.1240026118876,1580,1519,61
1452,1005.1386500148184,11501.952385365035,2794.302092131752,3334,3314,20
1453,1005.2575674149635,11504.573600860329,2795.478998957692,1779,1752,27
1454,1005.3763934890388,11507.197245764843,2796.6547238519624,1484,1433,51
1455,1005.4951282392531,11509.823322614859,2797.829267575803,2089,2087,2
1456,1005.6137716678148,11512.45183395056,2799.0026308894403,1740,1714,26
1457,1005.732323776933,11515.082782316043,2800.174814552086,1923,1905,18
1458,1005.8507845688166,11517.716170259335,2801.3458193219494,1800,1697,103
1459,1005.9691540456738,11520.352000332387,2802.515645956216,3034,2894,140
1460,1006.0874322097138,11522.99027509109,2803.6842952110737,1970,1902,68
1461,1006.2056190631453,11525.630997095275,2804.8517678417,1990,1929,61
1462,1006.3237146081769,11528.274168908729,2806.01806460227,1690,1642,48
1463,1006.4417188470177,11530.919793099196,2807.1831862459485,2070,2008,62
1464,1006.5596317818762,11533.56787223839,2808.3471335249005,3458,3402,56
1465,1006.6774534149614,11536.218408901992,2809.5099071902905,2058,1991,67
1466,1006.7951837484819,11538.87140566967,2810.6715079922787,2238,2127,111
1467,1006.9128227846467,11541.52686512508,2811.8319366800306,1992,1952,40
1468,1007.0303705256642,11544.184789855874,2812.991194001709,1462,1476,-14
1469,1007.1478269737435,11546.845182453706,2814.149280704484,1900,1891,9
1470,1007.265192131093,11549.508045514238,2815.3061975345254,3585,3523,62
1471,1007.3824659999219,11552.173381637154,2816.461945237016,1979,1819,160
1472,1007.4996485824387,11554.84119342617,2817.616524556138,1426,1429,-3
1473,1007.6167398808523,11557.511483489023,2818.7699362350877,1881,1872,9
1474,1007.7337398973714,11560.1842544375,2819.9221810160698,5558,5524,34
1475,1007.8506486342048,11562.859508887432,2821.0732596403004,2047,2026,21
1476,1007.9674660935616,11565.53724945871,2822.2231728480065,1984,1960,24
1477,1008.08419227765,11568.217478775287,2823.371921378427,2382,2383,-1
1478,1008.200827188679,11570.900199465186,2824.519505969819,3109,3074,35
1479,1008.3173708288573,11573.585414160512,2825.6659273594514,1977,1967,10
1480,1008.4338232003939,11576.273125497451,2826.8111862836186,1648,1609,39
1481,1008.5501843054974,11578.96333611629,2827.955283477623,4774,4627,147
1482,1008.6664541463767,11581.656048661414,2829.0982196757986,2310,2247,63
1483,1008.7826327252403,11584.351265781317,2830.239995611487,1844,1821,23
1484,1008.8987200442974,11587.048990128615,2831.3806120170657,1934,1931,3
1485,1009.0147161057566,11589.749224360039,2832.5200696239253,5339,5355,-16
1486,1009.1306209118264,11592.451971136468,2833.6583691624865,2665,2676,-11
1487,1009.246434464716,11595.157233122909,2834.7955113621947,2984,2876,108
1488,1009.3621567666337,11597.865012988523,2835.931496951519,2714,2589,125
1489,1009.4777878197887,11600.57531340662,2837.0663266579677,1689,1614,75
1490,1009.5933276263894,11603.288137054687,2838.200001208067,1996,1958,38
1491,1009.7087761886451,11606.003486614369,2839.332521327383,1960,1902,58
1492,1009.8241335087642,11608.721364771498,2840.4638877405096,1834,1812,22
1493,1009.9393995889551,11611.441774216095,2841.5941011710684,3133,3126,7
1494,1010.0545744314276,11614.164717642372,2842.723162341733,2015,1997,18
1495,1010.1696580383895,11616.890197748746,2843.8510719741944,1911,1857,54
1496,1010.2846504120499,11619.618217237845,2844.977830789191,3317,3184,133
1497,1010.3995515546178,11622.348778816517,2846.103439506497,6353,6378,-25
1498,1010.5143614683017,11625.081885195834,2847.227898844928,2913,2820,93
1499,1010.6290801553105,11627.817539091106,2848.3512095223386,2785,2717,68
1500,1010.7437076178528,11630.555743221887,2849.4733722556257,3713,3617,96
1501,1010.8582438581379,11633.296500311977,2850.5943877607324,1770,1742,28
1502,1010.9726888783737,11636.039813089441,2851.7142567526344,2300,2263,37
1503,1011.0870426807699,11638.78568428661,2852.832979945376,1609,1470,139
1504,1011.2013052675346,11641.534116640087,2853.9505580520245,2109,2078,31
1505,1011.3154766408767,11644.28511289076,2855.066991784707,1795,1778,17
1506,1011.4295568030052,11647.03867578381,2856.1822818546034,1914,1845,69
1507,1011.5435457561287,11649.794808068715,2857.2964289719357,2627,2518,109
1508,1011.6574435024561,11652.553512499258,2858.4094338459845,2765,2667,98
1509,1011.7712500441959,11655.31479183355,2859.521297185075,2172,2119,53
1510,1011.8849653835574,11658.07864883401,2860.632019696598,2044,1993,51
1511,1011.9985895227486,11660.845086267404,2861.741602086987,2243,2177,66
1512,1012.1121224639792,11663.614106904824,2862.8500450617476,2150,2091,59
1513,1012.2255642094573,11666.385713521722,2863.9573493254256,1909,1935,-26
1514,1012.3389147613917,11669.1599088979,2865.0635155816353,19638,19474,164
1515,1012.4521741219913,11671.93669581753,2866.168544533052,3321,3304,17
1516,1012.5653422934652,11674.716077069157,2867.2724368814115,2161,2083,78
1517,1012.6784192780216,11677.498055445705,2868.375193327508,1502,1452,50
1518,1012.7914050778697,11680.282633744488,2869.4768145712032,1691,1603,88
1519,1012.9042996952182,11683.069814767221,2870.577301311426,2541,2524,17
1520,1013.0171031322755,11685.859601320026,2871.6766542461583,2883,2898,-15
1521,1013.1298153912512,11688.651996213439,2872.774874072472,2442,2425,17
1522,1013.2424364743531,11691.447002262417,2873.871961486483,2371,2419,-48
1523,1013.3549663837905,11694.244622286355,2874.967917183393,1762,1705,57
1524,1013.4674051217721,11697.044859109079,2876.062741857467,2716,2619,97
1525,1013.5797526905068,11699.847715558883,2877.156436202048,1638,1535,103
1526,1013.6920090922031,11702.653194468494,2878.2490009095427,2559,2471,88
1527,1013.8041743290698,11705.46129867512,2879.3404366714412,1614,1581,33
1528,1013.9162484033161,11708.272031020442,2880.430744178305,1646,1589,57
1529,1014.02823131715,11711.085394350623,2881.519924119765,1972,1914,58
1530,1014.1401230727813,11713.901391516314,2882.6079771845516,2536,2539,-3
1531,1014.2519236724179,11716.720025372673,2883.694904060446,2134,2100,34
1532,1014.3636331182688,11719.54129877936,2884.7807054343257,1901,1813,88
1533,1014.4752514125429,11722.365214600559,2885.8653819921483,2624,2639,-15
1534,1014.586778557449,11725.191775704972,2886.9489344189524,2536,2524,12
1535,1014.6982145551957,11728.020984965846,2888.031363398858,2556,2483,73
1536,1014.8095594079919,11730.852845260959,2889.1126696150686,1982,1957,25
1537,1014.9208131180465,11733.687359472653,2890.1928537498798,7387,7374,13
1538,1015.0319756875678,11736.524530487826,2891.271916484663,2372,2371,1
1539,1015.1430471187653,11739.364361197944,2892.349858499895,1736,1716,20
1540,1015.254027413847,11742.206854499052,2893.4266804751196,1915,1852,63
1541,1015.3649165750221,11745.052013291788,2894.5023830889886,5878,5967,-89
1542,1015.4757146044994,11747.899840481376,2895.5769670192394,2967,2953,14
1543,1015.5864215044875,11750.750338977656,2896.650432942696,2032,1961,71
1544,1015.6970372771952,11753.603511695066,2897.7227815352862,2306,2267,39
1545,1015.8075619248314,11756.459361552685,2898.794013472024,2243,2186,57
1546,1015.9179954496051,11759.317891474211,2899.8641294270283,1999,1960,39
1547,1016.0283378537242,11762.179104387986,2900.9331300735003,2926,2864,62
1548,1016.1385891393985,11765.043003227007,2902.0010160837583,2906,2879,27
1549,1016.2487493088361,11767.909590928914,2903.067788129202,2096,2040,56
1550,1016.3588183642461,11770.77887043603,2904.1334468803443,3637,3626,11
1551,1016.468796307837,11773.650844695345,2905.197993006791,2155,2076,79
1552,1016.5786831418179,11776.525516658543,2906.2614271772572,2004,1978,26
1553,1016.6884788683974,11779.402889281988,2907.323750059558,2399,2380,19
1554,1016.7981834897842,11782.282965526761,2908.3849623206106,1813,1764,49
1555,1016.9077970081873,11785.165748358653,2909.445064626446,3210,3204,6
1556,1017.0173194258152,11788.051240748167,2910.5040576421916,2191,2158,33
1557,1017.1267507448769,11790.93944567055,2911.5619420320936,1620,1573,47
1558,1017.2360909675809,11793.830366105776,2912.618718459499,1597,1530,67
1559,1017.3453400961363,11796.724005038577,2913.6743875868697,1504,1448,56
1560,1017.4544981327516,11799.62036545844,2914.728950075777,2019,1962,57
1561,1017.5635650796357,11802.519450359623,2915.782406586907,2181,2156,25
1562,1017.6725409389975,11805.421262741153,2916.834757780057,1843,1824,19
1563,1017.7814257130456,11808.325805606844,2917.8860043141367,3424,3311,113
1564,1017.8902194039889,11811.233081965313,2918.9361468471807,4178,4065,113
1565,1017.998922014036,11814.143094829979,2919.985186036328,2105,2111,-6
1566,1018.1075335453958,11817.055847219064,2921.0331225378422,1604,1525,79
1567,1018.2160540002769,11819.971342155628,2922.0799570071076,3097,3073,24
1568,1018.3244833808883,11822.88958266755,2923.1256900986255,2170,2136,34
1569,1018.4328216894386,11825.810571787568,2924.1703224660187,2044,1982,62
1570,1018.5410689281367,11828.734312553248,2925.2138547620334,2431,2400,31
